;;Simulation Recettes Vignettes  taux d’occupation fixé au minimum de 10%  (BASE ANNEE 2013) ;;;;;;;;;;;
;;;;;;;;REALISATION 2013;;;;;
1;;REGION ;CAT;NBRE CH;VT;NOM DE L'ETABLISSEMENT;MOIS ;Montant VT part ONTM 50%;;;;;
;; 1- ANTSIRANANA:Ambanja:NATURE SAUVAGE;3R;8;1000;NATURE SAUVAGE;AOUT 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:NATURE SAUVAGE;3R;8;1000;NATURE SAUVAGE;NOVEMBRE 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:NATURE SAUVAGE;3R;8;1000;NATURE SAUVAGE;DECEMBRE 2013;0,00;;;;;
99;1; 1- ANTSIRANANA:Ambanja:NATURE SAUVAGE;3R;8;1000;NATURE SAUVAGE;SEPTEMBRE 2013;32 500,00;;;;;
100;1; 1- ANTSIRANANA:Ambanja:NATURE SAUVAGE;3R;8;1000;NATURE SAUVAGE;OCTOBRE 2013;33 000,00;;;;;
101;1;;;;;Moyenne NATURE SAUVAGE;;;;;;;
102;1; 1- ANTSIRANANA:Ambanja:NORD INN;E;19;1500;NORD INN;JANVIER 2013;39 000,00;;;;;
103;1; 1- ANTSIRANANA:Ambanja:NORD INN;E;19;1500;NORD INN;MARS 2013;42 000,00;;;;;
104;1; 1- ANTSIRANANA:Ambanja:NORD INN;E;19;1500;NORD INN;AVRIL 2013;48 750,00;;;;;
105;1; 1- ANTSIRANANA:Ambanja:NORD INN;E;19;1500;NORD INN;MAI 2013;51 000,00;;;;;
106;1; 1- ANTSIRANANA:Ambanja:NORD INN;E;19;1500;NORD INN;JUIN 2013;45 000,00;;;;;
107;1; 1- ANTSIRANANA:Ambanja:NORD INN;E;19;1500;NORD INN;JUILLET 2013;54 750,00;;;;;
;; 1- ANTSIRANANA:Ambanja:NORD INN;E;19;1500;NORD INN;OCTOBRE 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:NORD INN;E;19;1500;NORD INN;NOVEMBRE 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:NORD INN;E;19;1500;NORD INN;DECEMBRE 2013;0,00;;;;;
108;1; 1- ANTSIRANANA:Ambanja:NORD INN;E;19;1500;NORD INN;SEPTEMBRE 2013;81 000,00;;;;;
109;1; 1- ANTSIRANANA:Ambanja:NORD INN;E;19;1500;NORD INN;AOUT 2013;73 500,00;;;;;
110;1; 1- ANTSIRANANA:Ambanja:NORD INN;E;19;1500;NORD INN;FEVRIER 2013;25 500,00;;;;;
111;1;;;;;Moyenne NORD INN;;;;;;;
;; 1- ANTSIRANANA:Ambanja:NOSY KOUMBA HOTEL;R;15;1000;NOSY KOUMBA HOTEL;JANVIER 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:NOSY KOUMBA HOTEL;R;15;1000;NOSY KOUMBA HOTEL;FEVRIER 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:NOSY KOUMBA HOTEL;R;15;1000;NOSY KOUMBA HOTEL;Mars 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:NOSY KOUMBA HOTEL;R;15;1000;NOSY KOUMBA HOTEL;Avril 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:NOSY KOUMBA HOTEL;R;15;1000;NOSY KOUMBA HOTEL;MAI 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:NOSY KOUMBA HOTEL;R;15;1000;NOSY KOUMBA HOTEL;Juin 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:NOSY KOUMBA HOTEL;R;15;1000;NOSY KOUMBA HOTEL;JUILLET 2013;0,00;;;;;
112;1; 1- ANTSIRANANA:Ambanja:NOSY KOUMBA HOTEL;R;15;1000;NOSY KOUMBA HOTEL;SEPTEMBRE 2013;20 000,00;;;;;
113;1; 1- ANTSIRANANA:Ambanja:NOSY KOUMBA HOTEL;R;15;1000;NOSY KOUMBA HOTEL;OCTOBRE 2013;22 500,00;;;;;
114;1; 1- ANTSIRANANA:Ambanja:NOSY KOUMBA HOTEL;R;15;1000;NOSY KOUMBA HOTEL;NOVEMBRE 2013;22 500,00;;;;;
115;1; 1- ANTSIRANANA:Ambanja:NOSY KOUMBA HOTEL;R;15;1000;NOSY KOUMBA HOTEL;AOUT 2013;22 500,00;;;;;
116;1; 1- ANTSIRANANA:Ambanja:NOSY KOUMBA HOTEL;R;15;1000;NOSY KOUMBA HOTEL;DECEMBRE 2013;16 000,00;;;;;
117;1;;;;;Moyenne NOSY KOUMBA HOTEL;;;;;;;
;; 1- ANTSIRANANA:Ambanja:ROYAUME HOTEL;E;8;1500;ROYAUME HOTEL;Avril 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:ROYAUME HOTEL;E;8;1500;ROYAUME HOTEL;Mai 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:ROYAUME HOTEL;E;8;1500;ROYAUME HOTEL;Juin 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:ROYAUME HOTEL;E;8;1500;ROYAUME HOTEL;JUILLET 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:ROYAUME HOTEL;E;8;1500;ROYAUME HOTEL;AOUT 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:ROYAUME HOTEL;E;8;1500;ROYAUME HOTEL;SEPTEMBRE 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:ROYAUME HOTEL;E;8;1500;ROYAUME HOTEL;OCTOBRE 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:ROYAUME HOTEL;E;8;1500;ROYAUME HOTEL;NOVEMBRE 2013;0,00;;;;;
;; 1- ANTSIRANANA:Ambanja:ROYAUME HOTEL;E;8;1500;ROYAUME HOTEL;DECEMBRE 2013;0,00;;;;;
118;1; 1- ANTSIRANANA:Ambanja:ROYAUME HOTEL;E;8;1500;ROYAUME HOTEL;JANVIER 2013;6 000,00;;;;;
119;1; 1- ANTSIRANANA:Ambanja:ROYAUME HOTEL;E;8;1500;ROYAUME HOTEL;MARS 2013;7 500,00;;;;;
120;1; 1- ANTSIRANANA:Ambanja:ROYAUME HOTEL;E;8;1500;ROYAUME HOTEL;FEVRIER 2013;6 000,00;;;;;
121;1;;;;;Moyenne ROYAUME HOTEL;;;;;;;
122;1; 1- ANTSIRANANA:Ambanja:SALAMA ROSE;R;26;1000;SALAMA ROSE;JANVIER 2013;20 350,00;;;;;
123;1; 1- ANTSIRANANA:Ambanja:SALAMA ROSE;R;26;1000;SALAMA ROSE;MARS 2013;25 350,00;;;;;
124;1; 1- ANTSIRANANA:Ambanja:SALAMA ROSE;R;26;1000;SALAMA ROSE;AVRIL 2013;25 900,00;;;;;
125;1; 1- ANTSIRANANA:Ambanja:SALAMA ROSE;R;26;1000;SALAMA ROSE;MAI 2013;15 500,00;;;;;
126;1; 1- ANTSIRANANA:Ambanja:SALAMA ROSE;R;26;1000;SALAMA ROSE;JUIN 2013;18 150,00;;;;;
127;1; 1- ANTSIRANANA:Ambanja:SALAMA ROSE;R;26;1000;SALAMA ROSE;JUILLET 2013;24 600,00;;;;;
128;1; 1- ANTSIRANANA:Ambanja:SALAMA ROSE;R;26;1000;SALAMA ROSE;SEPTEMBRE 2013;16 000,00;;;;;
129;1; 1- ANTSIRANANA:Ambanja:SALAMA ROSE;R;26;1000;SALAMA ROSE;OCTOBRE 2013;16 500,00;;;;;
130;1; 1- ANTSIRANANA:Ambanja:SALAMA ROSE;R;26;1000;SALAMA ROSE;NOVEMBRE 2013;18 500,00;;;;;
131;1; 1- ANTSIRANANA:Ambanja:SALAMA ROSE;R;26;1000;SALAMA ROSE;AOUT 2013;31 850,00;;;;;
