,,Simulation Recettes Vignettes ,,,,,,,,
,,,,,,,,REALISATION 2015,,
,,REGION,cat,Nb chb,Taux VT,NOM DE L'ETABLISSEMENT,Mois,Montant (50%),,
,,Moyenne 1- ANTSIRANANA:Diégo ville:HOTEL SHANGRI LA,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:IHARANA BUSH CAMP,NC,12,1000,,NOVEMBRE 2015,"91,500.00",,
,,1- ANTSIRANANA:Diégo ville:IHARANA BUSH CAMP,NC,12,1000,,MAI 2015,"51,000.00",,
,,1- ANTSIRANANA:Diégo ville:IHARANA BUSH CAMP,NC,12,1000,,DECEMBRE 2015,"6,000.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:IHARANA BUSH CAMP,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:JUNGLE PARK,R,5,1000,,NOVEMBRE 2015,"10,000.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:JUNGLE PARK,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:KARTIFFA'HOTEL I,2R,14,1000,,DECEMBRE 2015,"30,250.00",,
,,1- ANTSIRANANA:Diégo ville:KARTIFFA'HOTEL I,2R,14,1000,,NOVEMBRE 2015,"26,500.00",,
,,1- ANTSIRANANA:Diégo ville:KARTIFFA'HOTEL I,2R,14,1000,,OCTOBRE 2015,"24,000.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:KARTIFFA'HOTEL I,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:KARTIFFA'HOTEL II,2R,15,1000,,DECEMBRE 2015,"30,800.00",,
,,1- ANTSIRANANA:Diégo ville:KARTIFFA'HOTEL II,2R,15,1000,,NOVEMBRE 2015,"28,000.00",,
,,1- ANTSIRANANA:Diégo ville:KARTIFFA'HOTEL II,2R,15,1000,,OCTOBRE 2015,"25,500.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:KARTIFFA'HOTEL II,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:KIKOO' HOTEL,2R,8,1000,,DECEMBRE 2015,"20,900.00",,
,,1- ANTSIRANANA:Diégo ville:KIKOO' HOTEL,2R,8,1000,,OCTOBRE 2015,"17,600.00",,
,,1- ANTSIRANANA:Diégo ville:KIKOO' HOTEL,2R,8,1000,,NOVEMBRE 2015,"17,500.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:KIKOO' HOTEL,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:LA BELLE AVENTURE,R,10,1000,,NOVEMBRE 2015,"14,000.00",,
,,1- ANTSIRANANA:Diégo ville:LA BELLE AVENTURE,R,10,1000,,DECEMBRE 2015,"8,000.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:LA BELLE AVENTURE,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:LA CYGOGNE,R,5,1000,,DECEMBRE 2015,"11,500.00",,
,,1- ANTSIRANANA:Diégo ville:LA CYGOGNE,R,5,1000,,NOVEMBRE 2015,"5,500.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:LA CYGOGNE,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:LA ROSTICCERIA,R,6,1000,,NOVEMBRE 2015,"5,000.00",,
,,1- ANTSIRANANA:Diégo ville:LA ROSTICCERIA,R,6,1000,,DECEMBRE 2015,"3,500.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:LA ROSTICCERIA,,,,,,,,
,,1- ANTSIRANANA:Diégo ville:LA TERRASSE DU VOYAGEUR,2E,26,1500,,JUILLET 2015,"132,000.00",,
,,1- ANTSIRANANA:Diégo ville:LA TERRASSE DU VOYAGEUR,2E,26,1500,,AOUT 2015,"53,625.00",,
,,1- ANTSIRANANA:Diégo ville:LA TERRASSE DU VOYAGEUR,2E,26,1500,,JUIN 2015,"49,500.00",,
,,1- ANTSIRANANA:Diégo ville:LA TERRASSE DU VOYAGEUR,2E,26,1500,,DECEMBRE 2015,"43,725.00",,
,,1- ANTSIRANANA:Diégo ville:LA TERRASSE DU VOYAGEUR,2E,26,1500,,AVRIL 2015,"41,250.00",,
,,1- ANTSIRANANA:Diégo ville:LA TERRASSE DU VOYAGEUR,2E,26,1500,,FEVRIER 2015,"38,775.00",,
,,1- ANTSIRANANA:Diégo ville:LA TERRASSE DU VOYAGEUR,2E,26,1500,,MARS 2015,"38,775.00",,
,,1- ANTSIRANANA:Diégo ville:LA TERRASSE DU VOYAGEUR,2E,26,1500,,SEPTEMBRE 2015,"32,175.00",,
,,1- ANTSIRANANA:Diégo ville:LA TERRASSE DU VOYAGEUR,2E,26,1500,,NOVEMBRE 2015,"21,000.00",,
,,1- ANTSIRANANA:Diégo ville:LA TERRASSE DU VOYAGEUR,2E,26,1500,,MAI 2015,"20,625.00",,
,,1- ANTSIRANANA:Diégo ville:LA TERRASSE DU VOYAGEUR,2E,26,1500,,OCTOBRE 2015,"14,025.00",,
,,1- ANTSIRANANA:Diégo ville:LA TERRASSE DU VOYAGEUR,2E,26,1500,,JANVIER 2015,"4,125.00",,
,,Moyenne 1- ANTSIRANANA:Diégo ville:LA TERRASSE DU VOYAGEUR,,,,,,,,
