Etablissement;cat;Nb chb;Taux VT;Mois;Montant (50%);Taux d'occupation;;
5- ANTANANARIVO:Miarinarivo:LA KAZ;R;4;1000;NOVEMBRE 2015;2 500,00;4,17%;;
Moyenne 5- ANTANANARIVO:Miarinarivo:LA KAZ;;;;;;4,17%;;
5- ANTANANARIVO:Miarinarivo:L'EUCALYPTUS;2E;24;1500;DECEMBRE 2015;31 350,00;5,81%;;
5- ANTANANARIVO:Miarinarivo:L'EUCALYPTUS;2E;24;1500;NOVEMBRE 2015;26 250,00;4,86%;;
5- ANTANANARIVO:Miarinarivo:L'EUCALYPTUS;2E;24;1500;OCTOBRE 2015;19 800,00;3,67%;;
Moyenne 5- ANTANANARIVO:Miarinarivo:L'EUCALYPTUS;;;;;;4,78%;;
5- ANTANANARIVO:Tana ville:1 2 3 SOLEIL;R;5;1000;DECEMBRE 2015;7 500,00;10,00%;;
Moyenne 5- ANTANANARIVO:Tana ville:1 2 3 SOLEIL;;;;;;10,00%;;
5- ANTANANARIVO:Tana ville:3 A;NC;4;1000;DECEMBRE 2015;8 000,00;13,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:3 A;;;;;;13,33%;;
5- ANTANANARIVO:Tana ville:A & C IVATO;4E;30;5000;SEPTEMBRE ET OCTOBRE 2015;137 500,00;3,06%;;
5- ANTANANARIVO:Tana ville:A & C IVATO;4E;30;5000;NOVEMBRE ET DECEMBRE 2015;87 500,00;1,94%;;
5- ANTANANARIVO:Tana ville:A & C IVATO;4E;30;5000;MAI ET JUIN 2015;77 500,00;1,72%;;
5- ANTANANARIVO:Tana ville:A & C IVATO;4E;30;5000;JUILLET ET AOUT 2015;62 500,00;1,39%;;
5- ANTANANARIVO:Tana ville:A & C IVATO;4E;30;5000;MARS ET AVRIL 2015;30 000,00;0,67%;;
Moyenne 5- ANTANANARIVO:Tana ville:A & C IVATO;;;;;;1,76%;;
5- ANTANANARIVO:Tana ville:AINA HOTEL;R;10;1000;DECEMBRE 2015;25 000,00;16,67%;;
Moyenne 5- ANTANANARIVO:Tana ville:AINA HOTEL;;;;;;16,67%;;
5- ANTANANARIVO:Tana ville:AMBONDRONA HOTEL;2R;6;1000;DECEMBRE 2015;20 250,00;22,50%;;
5- ANTANANARIVO:Tana ville:AMBONDRONA HOTEL;2R;6;1000;DECEMBRE 2015;7 500,00;8,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:AMBONDRONA HOTEL;;;;;;15,42%;;
5- ANTANANARIVO:Tana ville:ANALAMANGA HOTEL;R;8;1000;DECEMBRE 2015;7 500,00;6,25%;;
Moyenne 5- ANTANANARIVO:Tana ville:ANALAMANGA HOTEL;;;;;;6,25%;;
5- ANTANANARIVO:Tana ville:ANJARA HOTEL;3R;30;1000;DECEMBRE 2015;187 500,00;41,67%;;
Moyenne 5- ANTANANARIVO:Tana ville:ANJARA HOTEL;;;;;;41,67%;;
5- ANTANANARIVO:Tana ville:ANJARY HOTEL;3E;108;5000;DECEMBRE 2015;835 000,00;10,31%;;
Moyenne 5- ANTANANARIVO:Tana ville:ANJARY HOTEL;;;;;;10,31%;;
5- ANTANANARIVO:Tana ville:AROCARIA;NC;13;1000;DECEMBRE 2015;26 000,00;13,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:AROCARIA;;;;;;13,33%;;
5- ANTANANARIVO:Tana ville:ASTRAL;R;19;1000;DECEMBRE 2015;45 000,00;15,79%;;
Moyenne 5- ANTANANARIVO:Tana ville:ASTRAL;;;;;;15,79%;;
5- ANTANANARIVO:Tana ville:AU MIRANDAV;R;10;1000;DECEMBRE 2015;31 000,00;20,67%;;
Moyenne 5- ANTANANARIVO:Tana ville:AU MIRANDAV;;;;;;20,67%;;
5- ANTANANARIVO:Tana ville:AU PAPILLON D'OR;R;30;1000;DECEMBRE 2015;109 000,00;24,22%;;
Moyenne 5- ANTANANARIVO:Tana ville:AU PAPILLON D'OR;;;;;;24,22%;;
5- ANTANANARIVO:Tana ville:AU ZENITH;NC;5;1000;DECEMBRE 2015;55 500,00;74,00%;;
Moyenne 5- ANTANANARIVO:Tana ville:AU ZENITH;;;;;;74,00%;;
5- ANTANANARIVO:Tana ville:AUBERGE AU BON ACCUEIL;R;7;1000;DECEMBRE 2015;1 000,00;0,95%;;
Moyenne 5- ANTANANARIVO:Tana ville:AUBERGE AU BON ACCUEIL;;;;;;0,95%;;
5- ANTANANARIVO:Tana ville:AUBERGE DU CHEVAL BLANC;NC;32;1000;DECEMBRE 2015;116 250,00;24,22%;;
Moyenne 5- ANTANANARIVO:Tana ville:AUBERGE DU CHEVAL BLANC;;;;;;24,22%;;
5- ANTANANARIVO:Tana ville:AUBERGE FANDRIANTSARA;R;11;1000;DECEMBRE 2015;9 000,00;5,45%;;
Moyenne 5- ANTANANARIVO:Tana ville:AUBERGE FANDRIANTSARA;;;;;;5,45%;;
5- ANTANANARIVO:Tana ville:AZALEE HOTEL;3R;4;1000;DECEMBRE 2015;3 000,00;5,00%;;
Moyenne 5- ANTANANARIVO:Tana ville:AZALEE HOTEL;;;;;;5,00%;;
5- ANTANANARIVO:Tana ville:B. LE MAESTRO;NC;5;1000;DECEMBRE 2015;30 500,00;40,67%;;
Moyenne 5- ANTANANARIVO:Tana ville:B. LE MAESTRO;;;;;;40,67%;;
5- ANTANANARIVO:Tana ville:BATOU BEACH;NC;7;1000;DECEMBRE 2015;12 000,00;11,43%;;
Moyenne 5- ANTANANARIVO:Tana ville:BATOU BEACH;;;;;;11,43%;;
5- ANTANANARIVO:Tana ville:BELVEDERE;2E;35;1500;DECEMBRE 2015;701 250,00;89,05%;;
5- ANTANANARIVO:Tana ville:BELVEDERE;2E;35;1500;DECEMBRE 2015;44 250,00;5,62%;;
Moyenne 5- ANTANANARIVO:Tana ville:BELVEDERE;;;;;;47,33%;;
5- ANTANANARIVO:Tana ville:BESOA S.A;E;6;1500;DECEMBRE 2015;95 250,00;70,56%;;
Moyenne 5- ANTANANARIVO:Tana ville:BESOA S.A;;;;;;70,56%;;
5- ANTANANARIVO:Tana ville:BESOA SUITE HOTEL;E;6;1500;DECEMBRE 2015;37 500,00;27,78%;;
Moyenne 5- ANTANANARIVO:Tana ville:BESOA SUITE HOTEL;;;;;;27,78%;;
5- ANTANANARIVO:Tana ville:BI-KE-EDDY;NC;11;1000;DECEMBRE 2015;8 000,00;4,85%;;
Moyenne 5- ANTANANARIVO:Tana ville:BI-KE-EDDY;;;;;;4,85%;;
5- ANTANANARIVO:Tana ville:BRIDGE HOTEL;R;14;1000;DECEMBRE 2015;27 500,00;13,10%;;
Moyenne 5- ANTANANARIVO:Tana ville:BRIDGE HOTEL;;;;;;13,10%;;
5- ANTANANARIVO:Tana ville:BUSHHOUSE;R;11;1000;DECEMBRE 2015;3 000,00;1,82%;;
Moyenne 5- ANTANANARIVO:Tana ville:BUSHHOUSE;;;;;;1,82%;;
5- ANTANANARIVO:Tana ville:CAFE D'AMPASIMBE;R;3;1000;DECEMBRE 2015;7 500,00;16,67%;;
Moyenne 5- ANTANANARIVO:Tana ville:CAFE D'AMPASIMBE;;;;;;16,67%;;
5- ANTANANARIVO:Tana ville:CARE OF 39;R;5;1000;DECEMBRE 2015;5 000,00;6,67%;;
Moyenne 5- ANTANANARIVO:Tana ville:CARE OF 39;;;;;;6,67%;;
5- ANTANANARIVO:Tana ville:CASTELLO MOTEL;2E;43;1500;DECEMBRE 2015;9 750,00;1,01%;;
Moyenne 5- ANTANANARIVO:Tana ville:CASTELLO MOTEL;;;;;;1,01%;;
5- ANTANANARIVO:Tana ville:CENTRAL HOTEL;3E;37;5000;DECEMBRE 2015;882 500,00;31,80%;;
Moyenne 5- ANTANANARIVO:Tana ville:CENTRAL HOTEL;;;;;;31,80%;;
"5- ANTANANARIVO:Tana ville:CHAMBRES D'HOTES ""OM""";R;5;1000;DECEMBRE 2015;6 000,00;8,00%;;
"Moyenne 5- ANTANANARIVO:Tana ville:CHAMBRES D'HOTES ""OM""";;;;;;8,00%;;
5- ANTANANARIVO:Tana ville:CHAMBRES D'HOTES HARISOA;R;2;1000;DECEMBRE 2015;17 000,00;56,67%;;
Moyenne 5- ANTANANARIVO:Tana ville:CHAMBRES D'HOTES HARISOA;;;;;;56,67%;;
5- ANTANANARIVO:Tana ville:chambres d'HOTES NY AINA;R;2;1000;DECEMBRE 2015;7 000,00;23,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:chambres d'HOTES NY AINA;;;;;;23,33%;;
5- ANTANANARIVO:Tana ville:CHEZ AINA;R;5;1000;DECEMBRE 2015;6 000,00;8,00%;;
Moyenne 5- ANTANANARIVO:Tana ville:CHEZ AINA;;;;;;8,00%;;
5- ANTANANARIVO:Tana ville:CHEZ EDGAR;R;4;1000;MAI AU DECEMBRE 2015;39 000,00;8,13%;;
Moyenne 5- ANTANANARIVO:Tana ville:CHEZ EDGAR;;;;;;8,13%;;
5- ANTANANARIVO:Tana ville:CHEZ FRANCIS;E;11;1500;DECEMBRE 2015;14 250,00;5,76%;;
Moyenne 5- ANTANANARIVO:Tana ville:CHEZ FRANCIS;;;;;;5,76%;;
5- ANTANANARIVO:Tana ville:CHEZ GUILLAUME Andravoahangy;R;7;1000;DECEMBRE 2015;68 000,00;64,76%;;
Moyenne 5- ANTANANARIVO:Tana ville:CHEZ GUILLAUME Andravoahangy;;;;;;64,76%;;
5- ANTANANARIVO:Tana ville:CHEZ JEANNE;R;15;1000;SEPTEMBRE AU DECEMBRE 2015;30 000,00;3,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:CHEZ JEANNE;;;;;;3,33%;;
5- ANTANANARIVO:Tana ville:CHEZ JOE;R;5;1000;DECEMBRE 2015;4 000,00;5,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:CHEZ JOE;;;;;;5,33%;;
5- ANTANANARIVO:Tana ville:CHEZ LAURIER;NC;5;1000;DECEMBRE 2015;10 000,00;13,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:CHEZ LAURIER;;;;;;13,33%;;
5- ANTANANARIVO:Tana ville:CHEZ MAO;R;9;1000;DECEMBRE 2015;22 000,00;16,30%;;
Moyenne 5- ANTANANARIVO:Tana ville:CHEZ MAO;;;;;;16,30%;;
5- ANTANANARIVO:Tana ville:CHOUKET'S GUEST HOUSE;R;5;1000;DECEMBRE 2015;35 000,00;46,67%;;
Moyenne 5- ANTANANARIVO:Tana ville:CHOUKET'S GUEST HOUSE;;;;;;46,67%;;
5- ANTANANARIVO:Tana ville:CLUB MADAGASCAR;R;6;1000;DECEMBRE 2015;4 000,00;4,44%;;
Moyenne 5- ANTANANARIVO:Tana ville:CLUB MADAGASCAR;;;;;;4,44%;;
5- ANTANANARIVO:Tana ville:CO GEO (NOSY BE TANA);3R;36;1000;DECEMBRE 2015;156 000,00;28,89%;;
Moyenne 5- ANTANANARIVO:Tana ville:CO GEO (NOSY BE TANA);;;;;;28,89%;;
5- ANTANANARIVO:Tana ville:CORROSOL (RESIDENCE LAPASOA);3R;11;1000;DECEMBRE 2015;132 500,00;80,30%;;
Moyenne 5- ANTANANARIVO:Tana ville:CORROSOL (RESIDENCE LAPASOA);;;;;;80,30%;;
5- ANTANANARIVO:Tana ville:ESCALE C.H;NC;2;1000;DECEMBRE 2015;7 500,00;25,00%;;
Moyenne 5- ANTANANARIVO:Tana ville:ESCALE C.H;;;;;;25,00%;;
5- ANTANANARIVO:Tana ville:ESPACE LE LION D' OR;E;20;1500;DECEMBRE 2015;17 250,00;3,83%;;
Moyenne 5- ANTANANARIVO:Tana ville:ESPACE LE LION D' OR;;;;;;3,83%;;
5- ANTANANARIVO:Tana ville:ESPACE MAEVA;3R;9;1000;DECEMBRE 2015;59 500,00;44,07%;;
Moyenne 5- ANTANANARIVO:Tana ville:ESPACE MAEVA;;;;;;44,07%;;
5- ANTANANARIVO:Tana ville:ESPACE RAVINALA;R;21;1000;DECEMBRE 2015;11 500,00;3,65%;;
Moyenne 5- ANTANANARIVO:Tana ville:ESPACE RAVINALA;;;;;;3,65%;;
5- ANTANANARIVO:Tana ville:ETOILE HOTEL;R;10;1000;DECEMBRE 2015;12 500,00;8,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:ETOILE HOTEL;;;;;;8,33%;;
5- ANTANANARIVO:Tana ville:ETOILE ROUGE Alakamisy annexe;R;18;1000;OCTOBRE AU DECEMBRE 2015;23 000,00;2,84%;;
Moyenne 5- ANTANANARIVO:Tana ville:ETOILE ROUGE Alakamisy annexe;;;;;;2,84%;;
5- ANTANANARIVO:Tana ville:ETOILE ROUGE Anosiala;R;37;1000;OCTOBRE 2015;30 500,00;5,50%;;
5- ANTANANARIVO:Tana ville:ETOILE ROUGE Anosiala;R;37;1000;MARS 2015;3 000,00;0,54%;;
5- ANTANANARIVO:Tana ville:ETOILE ROUGE Anosiala;R;37;1000;JUIN 2015;2 500,00;0,45%;;
5- ANTANANARIVO:Tana ville:ETOILE ROUGE Anosiala;R;37;1000;MAI 2015;2 500,00;0,45%;;
5- ANTANANARIVO:Tana ville:ETOILE ROUGE Anosiala;R;37;1000;AVRIL 2015;2 000,00;0,36%;;
5- ANTANANARIVO:Tana ville:ETOILE ROUGE Anosiala;R;37;1000;FEVRIER 2015;2 000,00;0,36%;;
5- ANTANANARIVO:Tana ville:ETOILE ROUGE Anosiala;R;37;1000;JANVIER 2015;2 000,00;0,36%;;
5- ANTANANARIVO:Tana ville:ETOILE ROUGE Anosiala;R;37;1000;JUILLET 2015;2 000,00;0,36%;;
5- ANTANANARIVO:Tana ville:ETOILE ROUGE Anosiala;R;37;1000;NOVEMBRE 2015;2 000,00;0,36%;;
5- ANTANANARIVO:Tana ville:ETOILE ROUGE Anosiala;R;37;1000;SEPTEMBRE 2015;2 000,00;0,36%;;
5- ANTANANARIVO:Tana ville:ETOILE ROUGE Anosiala;R;37;1000;AOUT 2015;1 500,00;0,27%;;
5- ANTANANARIVO:Tana ville:ETOILE ROUGE Anosiala;R;37;1000;DECEMBRE 2015;500;0,09%;;
Moyenne 5- ANTANANARIVO:Tana ville:ETOILE ROUGE Anosiala;;;;;;0,79%;;
5- ANTANANARIVO:Tana ville:EVERGREEN;3E;32;5000;DECEMBRE 2015;162 500,00;6,77%;;
Moyenne 5- ANTANANARIVO:Tana ville:EVERGREEN;;;;;;6,77%;;
5- ANTANANARIVO:Tana ville:FANDRIANTSARA HOTEL;R;32;1000;DECEMBRE 2015;43 500,00;9,06%;;
Moyenne 5- ANTANANARIVO:Tana ville:FANDRIANTSARA HOTEL;;;;;;9,06%;;
5- ANTANANARIVO:Tana ville:FANDRIANTSARA I;R;30;1000;DECEMBRE 2015;56 500,00;12,56%;;
Moyenne 5- ANTANANARIVO:Tana ville:FANDRIANTSARA I;;;;;;12,56%;;
5- ANTANANARIVO:Tana ville:FANDRIANTSARA II;R;42;1000;DECEMBRE 2015;60 500,00;9,60%;;
Moyenne 5- ANTANANARIVO:Tana ville:FANDRIANTSARA II;;;;;;9,60%;;
5- ANTANANARIVO:Tana ville:FANDRIANTSARA III;R;34;1000;DECEMBRE 2015;52 000,00;10,20%;;
Moyenne 5- ANTANANARIVO:Tana ville:FANDRIANTSARA III;;;;;;10,20%;;
5- ANTANANARIVO:Tana ville:FRIENDS HOTEL;R;8;1000;DECEMBRE 2015;22 500,00;18,75%;;
Moyenne 5- ANTANANARIVO:Tana ville:FRIENDS HOTEL;;;;;;18,75%;;
5- ANTANANARIVO:Tana ville:G & V INN;2E;30;1500;DECEMBRE 2015;52 500,00;7,78%;;
Moyenne 5- ANTANANARIVO:Tana ville:G & V INN;;;;;;7,78%;;
5- ANTANANARIVO:Tana ville:GAMMA HOTEL;R;9;1000;DECEMBRE 2015;27 000,00;20,00%;;
Moyenne 5- ANTANANARIVO:Tana ville:GAMMA HOTEL;;;;;;20,00%;;
5- ANTANANARIVO:Tana ville:GASSY COUNTRY HOUSE;R;7;1000;JUILLET 2015;54 750,00;52,14%;;
5- ANTANANARIVO:Tana ville:GASSY COUNTRY HOUSE;R;7;1000;OCTOBRE 2015;39 000,00;37,14%;;
5- ANTANANARIVO:Tana ville:GASSY COUNTRY HOUSE;R;7;1000;MAI 2015;33 750,00;32,14%;;
5- ANTANANARIVO:Tana ville:GASSY COUNTRY HOUSE;R;7;1000;AOUT 2015;30 000,00;28,57%;;
5- ANTANANARIVO:Tana ville:GASSY COUNTRY HOUSE;R;7;1000;SEPTEMBRE 2015;26 250,00;25,00%;;
5- ANTANANARIVO:Tana ville:GASSY COUNTRY HOUSE;R;7;1000;NOVEMBRE 2015;20 250,00;19,29%;;
5- ANTANANARIVO:Tana ville:GASSY COUNTRY HOUSE;R;7;1000;AVRIL 2015;16 500,00;15,71%;;
5- ANTANANARIVO:Tana ville:GASSY COUNTRY HOUSE;R;7;1000;JUIN 2015;12 750,00;12,14%;;
5- ANTANANARIVO:Tana ville:GASSY COUNTRY HOUSE;R;7;1000;MARS 2015;6 750,00;6,43%;;
5- ANTANANARIVO:Tana ville:GASSY COUNTRY HOUSE;R;7;1000;FEVRIER 2015;0;0,00%;;
5- ANTANANARIVO:Tana ville:GASSY COUNTRY HOUSE;R;7;1000;JANVIER 2015;0;0,00%;;
Moyenne 5- ANTANANARIVO:Tana ville:GASSY COUNTRY HOUSE;;;;;;20,78%;;
5- ANTANANARIVO:Tana ville:GLOBE HOTEL;2E;15;1500;DECEMBRE 2015;240 000,00;71,11%;;
5- ANTANANARIVO:Tana ville:GLOBE HOTEL;2E;15;1500;JANVIER 2015;101 750,00;30,15%;;
Moyenne 5- ANTANANARIVO:Tana ville:GLOBE HOTEL;;;;;;50,63%;;
5- ANTANANARIVO:Tana ville:GOLDEN PEACOCK (HOTEL PAON D'OR);5E;10;8000;DECEMBRE 2015;44 000,00;3,67%;;
5- ANTANANARIVO:Tana ville:GOLDEN PEACOCK (HOTEL PAON D'OR);5E;10;8000;NOVEMBRE 2015;40 000,00;3,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:GOLDEN PEACOCK (HOTEL PAON D'OR);;;;;;3,50%;;
5- ANTANANARIVO:Tana ville:GRACE HOUSE;NC;12;1000;DECEMBRE 2015;14 000,00;7,78%;;
Moyenne 5- ANTANANARIVO:Tana ville:GRACE HOUSE;;;;;;7,78%;;
5- ANTANANARIVO:Tana ville:GROUPE NOOR;R;7;1000;DECEMBRE 2015;39 000,00;37,14%;;
Moyenne 5- ANTANANARIVO:Tana ville:GROUPE NOOR;;;;;;37,14%;;
5- ANTANANARIVO:Tana ville:HARAMBATO;NC;4;1000;DECEMBRE 2015;1 500,00;2,50%;;
Moyenne 5- ANTANANARIVO:Tana ville:HARAMBATO;;;;;;2,50%;;
5- ANTANANARIVO:Tana ville:HCDM (LE PAVILLON DE L'EMYRNE);3R;13;1000;OCTOBRE 2015;134 000,00;68,72%;;
5- ANTANANARIVO:Tana ville:HCDM (LE PAVILLON DE L'EMYRNE);3R;13;1000;DECEMBRE 2015;98 500,00;50,51%;;
5- ANTANANARIVO:Tana ville:HCDM (LE PAVILLON DE L'EMYRNE);3R;13;1000;NOVEMBRE 2015;93 500,00;47,95%;;
Moyenne 5- ANTANANARIVO:Tana ville:HCDM (LE PAVILLON DE L'EMYRNE);;;;;;55,73%;;
5- ANTANANARIVO:Tana ville:HOMELIDAYS;NC;5;1000;DECEMBRE 2015;10 000,00;13,33%;;
5- ANTANANARIVO:Tana ville:HOMELIDAYS;NC;5;1000;OCTOBRE 2015;7 500,00;10,00%;;
5- ANTANANARIVO:Tana ville:HOMELIDAYS;NC;5;1000;NOVEMBRE 2015;4 500,00;6,00%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOMELIDAYS;;;;;;9,78%;;
5- ANTANANARIVO:Tana ville:HONEY MOON;R;11;1000;DECEMBRE 2015;44 000,00;26,67%;;
Moyenne 5- ANTANANARIVO:Tana ville:HONEY MOON;;;;;;26,67%;;
5- ANTANANARIVO:Tana ville:HOTEL ANNEXE TOLOTRA;R;9;1000;DECEMBRE 2015;29 000,00;21,48%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL ANNEXE TOLOTRA;;;;;;21,48%;;
5- ANTANANARIVO:Tana ville:HOTEL AU JARDIN;2R;8;1000;DECEMBRE 2015;21 000,00;17,50%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL AU JARDIN;;;;;;17,50%;;
5- ANTANANARIVO:Tana ville:HOTEL BIEVENUE;R;12;1000;DECEMBRE 2015;21 000,00;11,67%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL BIEVENUE;;;;;;11,67%;;
5- ANTANANARIVO:Tana ville:HOTEL BRAVO;R;6;1000;DECEMBRE 2015;30 000,00;33,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL BRAVO;;;;;;33,33%;;
5- ANTANANARIVO:Tana ville:HOTEL CARLTON;5E;171;8000;DECEMBRE 2015;8 068 000,00;39,32%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL CARLTON;;;;;;39,32%;;
5- ANTANANARIVO:Tana ville:HOTEL COLBERT;4E;123;5000;DECEMBRE 2015;2 022 500,00;21,92%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL COLBERT;;;;;;21,92%;;
5- ANTANANARIVO:Tana ville:HOTEL CREOLINE;R;8;1000;DECEMBRE 2015;60 500,00;50,42%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL CREOLINE;;;;;;50,42%;;
5- ANTANANARIVO:Tana ville:HOTEL CRISTAL;3E;23;5000;DECEMBRE 2015;170 000,00;9,86%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL CRISTAL;;;;;;9,86%;;
5- ANTANANARIVO:Tana ville:HOTEL DE FRANCE;3E;30;5000;NOVEMBRE 2015;1 160 000,00;51,56%;;
5- ANTANANARIVO:Tana ville:HOTEL DE FRANCE;3E;30;5000;OCTOBRE 2015;1 135 000,00;50,44%;;
5- ANTANANARIVO:Tana ville:HOTEL DE FRANCE;3E;30;5000;SEPTEMBRE 2015;1 100 000,00;48,89%;;
5- ANTANANARIVO:Tana ville:HOTEL DE FRANCE;3E;30;5000;MAI 2015;1 067 500,00;47,44%;;
5- ANTANANARIVO:Tana ville:HOTEL DE FRANCE;3E;30;5000;AOUT 2015;722 500,00;32,11%;;
5- ANTANANARIVO:Tana ville:HOTEL DE FRANCE;3E;30;5000;AVRIL 2015;602 500,00;26,78%;;
5- ANTANANARIVO:Tana ville:HOTEL DE FRANCE;3E;30;5000;DECEMBRE 2015;557 500,00;24,78%;;
5- ANTANANARIVO:Tana ville:HOTEL DE FRANCE;3E;30;5000;JUILLET 2015;492 500,00;21,89%;;
5- ANTANANARIVO:Tana ville:HOTEL DE FRANCE;3E;30;5000;JUIN 2015;485 000,00;21,56%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL DE FRANCE;;;;;;36,16%;;
5- ANTANANARIVO:Tana ville:HOTEL DE LA PERGOLA;NC;11;1000;DECEMBRE 2015;40 500,00;24,55%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL DE LA PERGOLA;;;;;;24,55%;;
5- ANTANANARIVO:Tana ville:HOTEL DE L'ANDRONDRA (EX BELIMBA);R;6;1000;DECEMBRE 2015;8 000,00;8,89%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL DE L'ANDRONDRA (EX BELIMBA);;;;;;8,89%;;
5- ANTANANARIVO:Tana ville:HOTEL DE L'AVENUE;2E;7;1500;DECEMBRE 2015;44 250,00;28,10%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL DE L'AVENUE;;;;;;28,10%;;
5- ANTANANARIVO:Tana ville:HOTEL DU LOUVRE;3E;72;5000;DECEMBRE 2015;4 820 000,00;89,26%;;
5- ANTANANARIVO:Tana ville:HOTEL DU LOUVRE;3E;72;5000;OCTOBRE 2015;4 510 000,00;83,52%;;
5- ANTANANARIVO:Tana ville:HOTEL DU LOUVRE;3E;72;5000;NOVEMBRE 2015;4 450 000,00;82,41%;;
5- ANTANANARIVO:Tana ville:HOTEL DU LOUVRE;3E;72;5000;SEPTEMBRE 2015;3 472 500,00;64,31%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL DU LOUVRE;;;;;;79,87%;;
5- ANTANANARIVO:Tana ville:HOTEL ELITE;R;8;1000;DECEMBRE 2015;17 000,00;14,17%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL ELITE;;;;;;14,17%;;
5- ANTANANARIVO:Tana ville:HOTEL EX TOLOTRA;2R;18;1000;DECEMBRE 2015;25 500,00;9,44%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL EX TOLOTRA;;;;;;9,44%;;
5- ANTANANARIVO:Tana ville:HOTEL FALAFA;R;9;1000;NOVEMBRE 2015;2 000,00;1,48%;;
5- ANTANANARIVO:Tana ville:HOTEL FALAFA;R;9;1000;DECEMBRE 2015;1 000,00;0,74%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL FALAFA;;;;;;1,11%;;
5- ANTANANARIVO:Tana ville:HOTEL FENOHASINA;R;6;1000;DECEMBRE 2015;4 000,00;4,44%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL FENOHASINA;;;;;;4,44%;;
5- ANTANANARIVO:Tana ville:HOTEL FENOHASINA ANNEXE;R;8;1000;DECEMBRE 2015;10 500,00;8,75%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL FENOHASINA ANNEXE;;;;;;8,75%;;
5- ANTANANARIVO:Tana ville:HOTEL GARDEN SQUARE;R;8;1000;DECEMBRE 2015;56 500,00;47,08%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL GARDEN SQUARE;;;;;;47,08%;;
5- ANTANANARIVO:Tana ville:HOTEL GASY MIHAJA;R;6;1000;DECEMBRE 2015;32 000,00;35,56%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL GASY MIHAJA;;;;;;35,56%;;
5- ANTANANARIVO:Tana ville:HOTEL GLACIER;2E;24;1500;DECEMBRE 2015;255 000,00;47,22%;;
5- ANTANANARIVO:Tana ville:HOTEL GLACIER;2E;24;1500;NOVEMBRE 2015;240 000,00;44,44%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL GLACIER;;;;;;45,83%;;
5- ANTANANARIVO:Tana ville:HOTEL GREGOIRE;3E;27;5000;DECEMBRE 2015;692 500,00;34,20%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL GREGOIRE;;;;;;34,20%;;
5- ANTANANARIVO:Tana ville:HOTEL IBIS;3E;250;5000;DECEMBRE 2015;4 417 500,00;23,56%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL IBIS;;;;;;23,56%;;
5- ANTANANARIVO:Tana ville:HOTEL KIASY ANNEXE;R;10;1000;DECEMBRE 2015;33 500,00;22,33%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL KIASY ANNEXE;;;;;;22,33%;;
5- ANTANANARIVO:Tana ville:HOTEL LA LUNE;R;10;1000;DECEMBRE 2015;17 500,00;11,67%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL LA LUNE;;;;;;11,67%;;
5- ANTANANARIVO:Tana ville:HOTEL LAMBERT;3R;21;1000;DECEMBRE 2015;35 000,00;11,11%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL LAMBERT;;;;;;11,11%;;
5- ANTANANARIVO:Tana ville:HOTEL LAN YUE;3E;13;5000;DECEMBRE 2015;50 000,00;5,13%;;
Moyenne 5- ANTANANARIVO:Tana ville:HOTEL LAN YUE;;;;;;5,13%;;
5- ANTANANARIVO:Tana ville:HOTEL LE BRETAGNE;R;9;1000;DECEMBRE 2015;70 500,00;52,22%;;
