Etablissement;cat;Nb chb;Taux VT;Mois;Montant (50%);Taux d'occupation;;
Moyenne 4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL ANAIS;;;;;;1,72%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL ANAIS ANNEX;R;31;1000;SEPTEMBRE AU DECEMBRE 2015;15 000,00;0,81%;;
Moyenne 4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL ANAIS ANNEX;;;;;;0,81%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL CACHE CACHE;R;6;1000;NOVEMBRE 2015;12 500,00;13,89%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL CACHE CACHE;R;6;1000;DECEMBRE 2015;11 500,00;12,78%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL CACHE CACHE;R;6;1000;SEPTEMBRE 2015;10 500,00;11,67%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL CACHE CACHE;R;6;1000;OCTOBRE 2015;7 000,00;7,78%;;
Moyenne 4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL CACHE CACHE;;;;;;11,53%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL DE FRANCE;R;6;1000;NOVEMBRE 2015;5 000,00;5,56%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL DE FRANCE;R;6;1000;OCTOBRE 2015;3 000,00;3,33%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL DE FRANCE;R;6;1000;SEPTEMBRE 2015;2 500,00;2,78%;;
Moyenne 4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL DE FRANCE;;;;;;3,89%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL FANJAVABORY;R;4;1000;OCTOBRE 2015;6 000,00;10,00%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL FANJAVABORY;R;4;1000;NOVEMBRE 2015;5 500,00;9,17%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL FANJAVABORY;R;4;1000;SEPTEMBRE 2015;5 000,00;8,33%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL FANJAVABORY;R;4;1000;DECEMBRE 2015;4 500,00;7,50%;;
Moyenne 4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL FANJAVABORY;;;;;;8,75%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL GALAXIE;R;6;1000;JUILLET AU OCTOBRE 2015;28 500,00;7,92%;;
Moyenne 4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL GALAXIE;;;;;;7,92%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL LA PLAISANCE;NC;13;1000;SEPTEMBRE 2015;4 500,00;2,31%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL LA PLAISANCE;NC;13;1000;NOVEMBRE ET DECEMBRE 2015;8 500,00;2,18%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL LA PLAISANCE;NC;13;1000;OCTOBRE 2015;4 000,00;2,05%;;
Moyenne 4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL LA PLAISANCE;;;;;;2,18%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL LE HARY'S;R;7;1000;JANVIER AU JUILLET 2015;25 000,00;3,40%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL LE HARY'S;R;7;1000;AOUT AU NOVEMBRE 2015;12 000,00;2,29%;;
Moyenne 4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL LE HARY'S;;;;;;2,84%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL MAHIRATRA;R;12;1000;SEPTEMBRE ET OCTOBRE 2015;58 500,00;16,25%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL MAHIRATRA;R;12;1000;MARS AU JUIN 2015;83 500,00;11,60%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL MAHIRATRA;R;12;1000;NOVEMBRE ET DECEMBRE 2015;39 000,00;10,83%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL MAHIRATRA;R;12;1000;JUILLET AU AOUT 2015;31 000,00;8,61%;;
Moyenne 4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL MAHIRATRA;;;;;;11,82%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL MAHIRATRA ANNEXE;R;12;1000;DECEMBRE 2014 AU JUILLET 2015;47 000,00;3,26%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL MAHIRATRA ANNEXE;R;12;1000;AOUT AU OCTOBRE 2015;8 500,00;1,57%;;
Moyenne 4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL MAHIRATRA ANNEXE;;;;;;2,42%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL NANCICA;R;10;1000;JUILLET 2015;8 000,00;5,33%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL NANCICA;R;10;1000;DECEMBRE 2015;7 000,00;4,67%;;
Moyenne 4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL NANCICA;;;;;;5,00%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL RAVINARA;R;7;1000;JUIN AU SEPTEMBRE 2015;20 500,00;6,51%;;
Moyenne 4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL RAVINARA;;;;;;6,51%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL TIAKO;R;42;1000;OCTOBRE 2014 A JANVIER 2015;174 500,00;6,92%;;
Moyenne 4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL TIAKO;;;;;;6,92%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL TINA;R;5;1000;AVRIL AU OCTOBRE 2015;70 000,00;13,33%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL TINA;R;5;1000;NOVEMBRE AU DECEMBRE 2015;15 000,00;10,00%;;
Moyenne 4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL TINA;;;;;;11,67%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL TSARA FANJAVA;R;6;1000;JUILLET AU AOUT 2015;36 500,00;20,28%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL TSARA FANJAVA;R;6;1000;SEPTEMBRE 2015;15 000,00;16,67%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL TSARA FANJAVA;R;6;1000;OCTOBRE 2015;13 000,00;14,44%;;
Moyenne 4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL TSARA FANJAVA;;;;;;17,13%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL TSARATALIO;R;6;1000;OCTOBRE 2015;9 000,00;10,00%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL TSARATALIO;R;6;1000;NOVEMBRE ET DECEMBRE 2015;14 500,00;8,06%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL TSARATALIO;R;6;1000;AOUT AU SEPTEMBRE 2015;9 500,00;5,28%;;
Moyenne 4- MAHAJANGA:ANTSOHIHY SOFIA:HOTEL TSARATALIO;;;;;;7,78%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:LE PARADISIER;R;10;1000;SEPTEMBRE AU DECEMBRE 2015;75 000,00;12,50%;;
Moyenne 4- MAHAJANGA:ANTSOHIHY SOFIA:LE PARADISIER;;;;;;12,50%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:NOSY SABA ISLAND RESORT;4E;27;5000;DECEMBRE 2015;112 500,00;5,56%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:NOSY SABA ISLAND RESORT;4E;27;5000;NOVEMBRE 2015;70 000,00;3,46%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:NOSY SABA ISLAND RESORT;4E;27;5000;SEPTEMBRE 2015;62 500,00;3,09%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:NOSY SABA ISLAND RESORT;4E;27;5000;OCTOBRE 2015;47 500,00;2,35%;;
Moyenne 4- MAHAJANGA:ANTSOHIHY SOFIA:NOSY SABA ISLAND RESORT;;;;;;3,61%;;
4- MAHAJANGA:ANTSOHIHY SOFIA:SOFIA BELLE VUE;R;14;1000;MARS AU DECEMBRE 2015;250 000,00;13,23%;;
Moyenne 4- MAHAJANGA:ANTSOHIHY SOFIA:SOFIA BELLE VUE;;;;;;13,23%;;
4- MAHAJANGA:BEFANDRIANA NORD:CHAMBRE MUSULMANE;R;6;1000;MAI 2015;8 000,00;8,89%;;
4- MAHAJANGA:BEFANDRIANA NORD:CHAMBRE MUSULMANE;R;6;1000;AOUT 2015;5 000,00;5,56%;;
4- MAHAJANGA:BEFANDRIANA NORD:CHAMBRE MUSULMANE;R;6;1000;SEPTEMBRE 2015;5 000,00;5,56%;;
4- MAHAJANGA:BEFANDRIANA NORD:CHAMBRE MUSULMANE;R;6;1000;NOVEMBRE 2015;2 500,00;2,78%;;
4- MAHAJANGA:BEFANDRIANA NORD:CHAMBRE MUSULMANE;R;6;1000;OCTOBRE 2015;2 500,00;2,78%;;
4- MAHAJANGA:BEFANDRIANA NORD:CHAMBRE MUSULMANE;R;6;1000;JUILLET 2015;1 000,00;1,11%;;
4- MAHAJANGA:BEFANDRIANA NORD:CHAMBRE MUSULMANE;R;6;1000;JUIN 2015;1 000,00;1,11%;;
Moyenne 4- MAHAJANGA:BEFANDRIANA NORD:CHAMBRE MUSULMANE;;;;;;3,97%;;
4- MAHAJANGA:BEFANDRIANA NORD:HOTEL FANIRY;R;8;1000;OCTOBRE AU DECEMBRE 2015;17 500,00;4,86%;;
Moyenne 4- MAHAJANGA:BEFANDRIANA NORD:HOTEL FANIRY;;;;;;4,86%;;
4- MAHAJANGA:Maevatanana:COIN D'OR;R;10;1000;NOVEMBRE 2015;5 000,00;3,33%;;
4- MAHAJANGA:Maevatanana:COIN D'OR;R;10;1000;DECEMBRE 2015;4 000,00;2,67%;;
Moyenne 4- MAHAJANGA:Maevatanana:COIN D'OR;;;;;;3,00%;;
4- MAHAJANGA:Maevatanana:HOTEL BETSIBOKA;R;12;1000;NOVEMBRE 2015;8 500,00;4,72%;;
4- MAHAJANGA:Maevatanana:HOTEL BETSIBOKA;R;12;1000;DECEMBRE 2015;6 000,00;3,33%;;
Moyenne 4- MAHAJANGA:Maevatanana:HOTEL BETSIBOKA;;;;;;4,03%;;
4- MAHAJANGA:Maevatanana:HOTEL CHOUCHOU;R;6;1000;NOVEMBRE 2015;8 500,00;9,44%;;
4- MAHAJANGA:Maevatanana:HOTEL CHOUCHOU;R;6;1000;DECEMBRE 2015;5 000,00;5,56%;;
Moyenne 4- MAHAJANGA:Maevatanana:HOTEL CHOUCHOU;;;;;;7,50%;;
4- MAHAJANGA:Maevatanana:HOTEL LE PHARE;R;6;1000;OCTOBRE AU DECEMBRE 2015;5 000,00;1,85%;;
Moyenne 4- MAHAJANGA:Maevatanana:HOTEL LE PHARE;;;;;;1,85%;;
4- MAHAJANGA:Maevatanana:LE MANDARIN;R;15;1000;SEPTEMBRE AU DECEMBRE 2015;35 000,00;3,89%;;
Moyenne 4- MAHAJANGA:Maevatanana:LE MANDARIN;;;;;;3,89%;;
4- MAHAJANGA:Mahajanga ville:ANDILAMBOLA;R;6;1000;NOVEMBRE 2015;4 500,00;5,00%;;
4- MAHAJANGA:Mahajanga ville:ANDILAMBOLA;R;6;1000;DECEMBRE 2015;3 500,00;3,89%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:ANDILAMBOLA;;;;;;4,44%;;
4- MAHAJANGA:Mahajanga ville:ANGAYAH HOTEL;R;12;1000;DECEMBRE 2015;39 000,00;21,67%;;
4- MAHAJANGA:Mahajanga ville:ANGAYAH HOTEL;R;12;1000;NOVEMBRE 2015;35 000,00;19,44%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:ANGAYAH HOTEL;;;;;;20,56%;;
4- MAHAJANGA:Mahajanga ville:ANJARA HOTEL;3R;19;1000;OCTOBRE 2015;29 500,00;10,35%;;
4- MAHAJANGA:Mahajanga ville:ANJARA HOTEL;3R;19;1000;AOUT 2015;27 500,00;9,65%;;
4- MAHAJANGA:Mahajanga ville:ANJARA HOTEL;3R;19;1000;DECEMBRE 2015;22 000,00;7,72%;;
4- MAHAJANGA:Mahajanga ville:ANJARA HOTEL;3R;19;1000;JUILLET 2015;15 000,00;5,26%;;
4- MAHAJANGA:Mahajanga ville:ANJARA HOTEL;3R;19;1000;JUIN 2015;8 000,00;2,81%;;
4- MAHAJANGA:Mahajanga ville:ANJARA HOTEL;3R;19;1000;NOVEMBRE 2015;7 500,00;2,63%;;
4- MAHAJANGA:Mahajanga ville:ANJARA HOTEL;3R;19;1000;AOUT 2015;5 000,00;1,75%;;
4- MAHAJANGA:Mahajanga ville:ANJARA HOTEL;3R;19;1000;MAI 2015;2 500,00;0,88%;;
4- MAHAJANGA:Mahajanga ville:ANJARA HOTEL;3R;19;1000;SEPTEMBRE 2015;2 500,00;0,88%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:ANJARA HOTEL;;;;;;4,66%;;
4- MAHAJANGA:Mahajanga ville:ANJARY HOTEL;2E;40;1500;DECEMBRE 2015;308 250,00;34,25%;;
4- MAHAJANGA:Mahajanga ville:ANJARY HOTEL;2E;40;1500;NOVEMBRE 2015;138 750,00;15,42%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:ANJARY HOTEL;;;;;;24,83%;;
4- MAHAJANGA:Mahajanga ville:ANTSANITIA RESORTS;3E;27;5000;DECEMBRE 2015;410 000,00;20,25%;;
4- MAHAJANGA:Mahajanga ville:ANTSANITIA RESORTS;3E;27;5000;NOVEMBRE 2015;292 500,00;14,44%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:ANTSANITIA RESORTS;;;;;;17,35%;;
4- MAHAJANGA:Mahajanga ville:ASCENDA (MME ZAINA);NC;6;1000;NOVEMBRE 2015;10 000,00;11,11%;;
4- MAHAJANGA:Mahajanga ville:ASCENDA (MME ZAINA);NC;6;1000;DECEMBRE 2015;7 500,00;8,33%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:ASCENDA (MME ZAINA);;;;;;9,72%;;
4- MAHAJANGA:Mahajanga ville:BAHATI HOTEL;3R;26;1000;DECEMBRE 2015;20 500,00;5,26%;;
4- MAHAJANGA:Mahajanga ville:BAHATI HOTEL;3R;26;1000;OCTOBRE 2015;14 500,00;3,72%;;
4- MAHAJANGA:Mahajanga ville:BAHATI HOTEL;3R;26;1000;NOVEMBRE 2015;14 000,00;3,59%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:BAHATI HOTEL;;;;;;4,19%;;
4- MAHAJANGA:Mahajanga ville:BAR LITA;NC;5;1000;DECEMBRE 2015;4 000,00;5,33%;;
4- MAHAJANGA:Mahajanga ville:BAR LITA;NC;5;1000;NOVEMBRE 2015;1 500,00;2,00%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:BAR LITA;;;;;;3,67%;;
4- MAHAJANGA:Mahajanga ville:BAR REFUGE;NC;4;1000;AOUT 2015;1 000,00;1,67%;;
4- MAHAJANGA:Mahajanga ville:BAR REFUGE;NC;4;1000;DECEMBRE 2015;1 000,00;1,67%;;
4- MAHAJANGA:Mahajanga ville:BAR REFUGE;NC;4;1000;NOVEMBRE 2015;1 000,00;1,67%;;
4- MAHAJANGA:Mahajanga ville:BAR REFUGE;NC;4;1000;OCTOBRE 2015;1 000,00;1,67%;;
4- MAHAJANGA:Mahajanga ville:BAR REFUGE;NC;4;1000;SEPTEMBRE 2015;1 000,00;1,67%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:BAR REFUGE;;;;;;1,67%;;
4- MAHAJANGA:Mahajanga ville:BIG FAMILY;NC;7;1000;DECEMBRE 2015;10 500,00;10,00%;;
4- MAHAJANGA:Mahajanga ville:BIG FAMILY;NC;7;1000;NOVEMBRE 2015;8 000,00;7,62%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:BIG FAMILY;;;;;;8,81%;;
4- MAHAJANGA:Mahajanga ville:CAPRICORNE;NC;10;1000;DECEMBRE 2015;29 000,00;19,33%;;
4- MAHAJANGA:Mahajanga ville:CAPRICORNE;NC;10;1000;NOVEMBRE 2015;29 000,00;19,33%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:CAPRICORNE;;;;;;19,33%;;
4- MAHAJANGA:Mahajanga ville:CENTRAL HOTEL;2E;18;1500;DECEMBRE 2015;77 250,00;19,07%;;
4- MAHAJANGA:Mahajanga ville:CENTRAL HOTEL;2E;18;1500;NOVEMBRE 2015;23 250,00;5,74%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:CENTRAL HOTEL;;;;;;12,41%;;
4- MAHAJANGA:Mahajanga ville:CHEZ TRANQUILLE;2R;10;1000;NOVEMBRE 2015;21 000,00;14,00%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:CHEZ TRANQUILLE;;;;;;14,00%;;
4- MAHAJANGA:Mahajanga ville:COCO BEACH;R;6;1000;AOUT 2015;8 500,00;9,44%;;
4- MAHAJANGA:Mahajanga ville:COCO BEACH;R;6;1000;DECEMBRE 2015;7 500,00;8,33%;;
4- MAHAJANGA:Mahajanga ville:COCO BEACH;R;6;1000;SEPTEMBRE 2015;4 500,00;5,00%;;
4- MAHAJANGA:Mahajanga ville:COCO BEACH;R;6;1000;OCTOBRE 2015;2 500,00;2,78%;;
4- MAHAJANGA:Mahajanga ville:COCO BEACH;R;6;1000;NOVEMBRE 2015;1 000,00;1,11%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:COCO BEACH;;;;;;5,33%;;
4- MAHAJANGA:Mahajanga ville:COCO LODGE;3E;17;5000;NOVEMBRE 2015;692 500,00;54,31%;;
4- MAHAJANGA:Mahajanga ville:COCO LODGE;3E;17;5000;DECEMBRE 2015;587 500,00;46,08%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:COCO LODGE;;;;;;50,20%;;
4- MAHAJANGA:Mahajanga ville:COTTON CLUB;R;6;1000;DECEMBRE 2015;29 500,00;32,78%;;
4- MAHAJANGA:Mahajanga ville:COTTON CLUB;R;6;1000;OCTOBRE 2015;24 000,00;26,67%;;
4- MAHAJANGA:Mahajanga ville:COTTON CLUB;R;6;1000;NOVEMBRE 2015;22 500,00;25,00%;;
4- MAHAJANGA:Mahajanga ville:COTTON CLUB;R;6;1000;SEPTEMBRE 2015;21 000,00;23,33%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:COTTON CLUB;;;;;;26,94%;;
4- MAHAJANGA:Mahajanga ville:DE LA PLAGE;1E;23;1500;NOVEMBRE 2015;203 250,00;39,28%;;
4- MAHAJANGA:Mahajanga ville:DE LA PLAGE;1E;23;1500;DECEMBRE 2015;130 500,00;25,22%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:DE LA PLAGE;;;;;;32,25%;;
4- MAHAJANGA:Mahajanga ville:EDENA KELY;NC;9;1000;DECEMBRE 2015;19 000,00;14,07%;;
4- MAHAJANGA:Mahajanga ville:EDENA KELY;NC;9;1000;NOVEMBRE 2015;12 000,00;8,89%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:EDENA KELY;;;;;;11,48%;;
4- MAHAJANGA:Mahajanga ville:ESCALE DE LA PLAGE;1E;25;1500;FEVRIER AU NOVEMBRE 2015;224 250,00;3,62%;;
4- MAHAJANGA:Mahajanga ville:ESCALE DE LA PLAGE;1E;25;1500;DECEMBRE 2015;18 000,00;3,20%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:ESCALE DE LA PLAGE;;;;;;3,41%;;
4- MAHAJANGA:Mahajanga ville:FAMI RESORT;E;2;1500;NOVEMBRE 2015;8 000,00;17,78%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:FAMI RESORT;;;;;;17,78%;;
4- MAHAJANGA:Mahajanga ville:FAYYAAZ;3R;20;1000;DECEMBRE 2015;64 000,00;21,33%;;
4- MAHAJANGA:Mahajanga ville:FAYYAAZ;3R;20;1000;NOVEMBRE 2015;41 500,00;13,83%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:FAYYAAZ;;;;;;17,58%;;
4- MAHAJANGA:Mahajanga ville:HOMEOPHARMA LODGE;NC;10;1000;DECEMBRE 2015;21 500,00;14,33%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:HOMEOPHARMA LODGE;;;;;;14,33%;;
4- MAHAJANGA:Mahajanga ville:HOTEL 5/5;E;26;1500;NOVEMBRE 2015;115 000,00;19,66%;;
4- MAHAJANGA:Mahajanga ville:HOTEL 5/5;E;26;1500;DECEMBRE 2015;74 000,00;12,65%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:HOTEL 5/5;;;;;;16,15%;;
4- MAHAJANGA:Mahajanga ville:HOTEL AKBAR;2E;39;1500;DECEMBRE 2015;36 750,00;4,19%;;
4- MAHAJANGA:Mahajanga ville:HOTEL AKBAR;2E;39;1500;NOVEMBRE 2015;32 250,00;3,68%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:HOTEL AKBAR;;;;;;3,93%;;
4- MAHAJANGA:Mahajanga ville:HOTEL BAR D'IMANGA;R;10;1000;NOVEMBRE 2015;5 000,00;3,33%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:HOTEL BAR D'IMANGA;;;;;;3,33%;;
4- MAHAJANGA:Mahajanga ville:HOTEL BLESSINGS (HOTEL ARANTA);R;8;1000;DECEMBRE 2015;4 000,00;3,33%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:HOTEL BLESSINGS (HOTEL ARANTA);;;;;;3,33%;;
4- MAHAJANGA:Mahajanga ville:HOTEL CHEZ MME CHABAUD;2R;30;1000;NOVEMBRE 2015;51 500,00;11,44%;;
4- MAHAJANGA:Mahajanga ville:HOTEL CHEZ MME CHABAUD;2R;30;1000;DECEMBRE 2015;46 500,00;10,33%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:HOTEL CHEZ MME CHABAUD;;;;;;10,89%;;
4- MAHAJANGA:Mahajanga ville:HOTEL CONTINENTAL;2E;25;1500;JANVIER  AU DECEMBRE 2015;485 250,00;7,19%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:HOTEL CONTINENTAL;;;;;;7,19%;;
4- MAHAJANGA:Mahajanga ville:HOTEL DE LA GARE ROUTIERE;NC;12;1000;DECEMBRE 2015;13 500,00;7,50%;;
4- MAHAJANGA:Mahajanga ville:HOTEL DE LA GARE ROUTIERE;NC;12;1000;NOVEMBRE 2015;10 500,00;5,83%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:HOTEL DE LA GARE ROUTIERE;;;;;;6,67%;;
4- MAHAJANGA:Mahajanga ville:HOTEL DU PHARE;2E;23;1500;DECEMBRE 2015;51 000,00;9,86%;;
4- MAHAJANGA:Mahajanga ville:HOTEL DU PHARE;2E;23;1500;NOVEMBRE 2015;39 750,00;7,68%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:HOTEL DU PHARE;;;;;;8,77%;;
4- MAHAJANGA:Mahajanga ville:HOTEL DU VIEUX BAOBAB;E;25;1500;DECEMBRE 2015;26 000,00;4,62%;;
4- MAHAJANGA:Mahajanga ville:HOTEL DU VIEUX BAOBAB;E;25;1500;NOVEMBRE 2015;19 000,00;3,38%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:HOTEL DU VIEUX BAOBAB;;;;;;4,00%;;
4- MAHAJANGA:Mahajanga ville:HOTEL KAJY;3R;13;1000;DECEMBRE 2015;4 000,00;2,05%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:HOTEL KAJY;;;;;;2,05%;;
4- MAHAJANGA:Mahajanga ville:HOTEL KISMAT;E;27;1500;AOUT 2015;213 750,00;35,19%;;
4- MAHAJANGA:Mahajanga ville:HOTEL KISMAT;E;27;1500;MARS 2015;152 250,00;25,06%;;
4- MAHAJANGA:Mahajanga ville:HOTEL KISMAT;E;27;1500;DECEMBRE 2015;136 500,00;22,47%;;
4- MAHAJANGA:Mahajanga ville:HOTEL KISMAT;E;27;1500;SEPTEMBRE 2015;72 000,00;11,85%;;
4- MAHAJANGA:Mahajanga ville:HOTEL KISMAT;E;27;1500;OCTOBRE 2015;70 500,00;11,60%;;
4- MAHAJANGA:Mahajanga ville:HOTEL KISMAT;E;27;1500;JUILLET 2015;69 750,00;11,48%;;
4- MAHAJANGA:Mahajanga ville:HOTEL KISMAT;E;27;1500;NOVEMBRE 2015;51 000,00;8,40%;;
4- MAHAJANGA:Mahajanga ville:HOTEL KISMAT;E;27;1500;MARS 2015;46 500,00;7,65%;;
4- MAHAJANGA:Mahajanga ville:HOTEL KISMAT;E;27;1500;AVRIL 2015;37 500,00;6,17%;;
4- MAHAJANGA:Mahajanga ville:HOTEL KISMAT;E;27;1500;JANVIER 2015;36 000,00;5,93%;;
4- MAHAJANGA:Mahajanga ville:HOTEL KISMAT;E;27;1500;JUIN 2015;29 250,00;4,81%;;
4- MAHAJANGA:Mahajanga ville:HOTEL KISMAT;E;27;1500;FEVRIER 2015;10 500,00;1,73%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:HOTEL KISMAT;;;;;;12,70%;;
4- MAHAJANGA:Mahajanga ville:HOTEL LA GLACIERE;NC;12;1000;NOVEMBRE 2015;6 500,00;3,61%;;
4- MAHAJANGA:Mahajanga ville:HOTEL LA GLACIERE;NC;12;1000;DECEMBRE 2015;4 000,00;2,22%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:HOTEL LA GLACIERE;;;;;;2,92%;;
4- MAHAJANGA:Mahajanga ville:HOTEL LE BADAMIER;2E;32;1500;NOVEMBRE 2015;228 750,00;31,77%;;
4- MAHAJANGA:Mahajanga ville:HOTEL LE BADAMIER;2E;32;1500;DECEMBRE 2015;174 000,00;24,17%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:HOTEL LE BADAMIER;;;;;;27,97%;;
4- MAHAJANGA:Mahajanga ville:HOTEL MARHTI;2R;8;1000;DECEMBRE 2015;26 000,00;21,67%;;
4- MAHAJANGA:Mahajanga ville:HOTEL MARHTI;2R;8;1000;NOVEMBRE 2015;25 500,00;21,25%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:HOTEL MARHTI;;;;;;21,46%;;
4- MAHAJANGA:Mahajanga ville:HOTEL MASOANDRO;NC;18;1000;DECEMBRE 2015;2 000,00;0,74%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:HOTEL MASOANDRO;;;;;;0,74%;;
4- MAHAJANGA:Mahajanga ville:HOTEL MIRINDRA;3R;21;1000;DECEMBRE 2015;12 000,00;3,81%;;
4- MAHAJANGA:Mahajanga ville:HOTEL MIRINDRA;3R;21;1000;NOVEMBRE 2015;11 500,00;3,65%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:HOTEL MIRINDRA;;;;;;3,73%;;
4- MAHAJANGA:Mahajanga ville:HOTEL MITI;3R;21;1000;NOVEMBRE 2015;6 000,00;1,90%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:HOTEL MITI;;;;;;1,90%;;
4- MAHAJANGA:Mahajanga ville:HOTEL SALALA;3R;10;1000;DECEMBRE 2015;33 500,00;22,33%;;
4- MAHAJANGA:Mahajanga ville:HOTEL SALALA;3R;10;1000;NOVEMBRE 2015;10 000,00;6,67%;;
Moyenne 4- MAHAJANGA:Mahajanga ville:HOTEL SALALA;;;;;;14,50%;;
4- MAHAJANGA:Mahajanga ville:INN MAJUNGA;NC;2;1000;DECEMBRE 2015;5 500,00;18,33%;;
4- MAHAJANGA:Mahajanga ville:INN MAJUNGA;NC;2;1000;NOVEMBRE 2015;4 000,00;13,33%;;
